site_name,buffer_m,metric,n_years,start_year,end_year,start_value,end_value,abs_change,pct_change,ols_slope_per_year,theil_sen_slope_per_year,direction_ols,direction_theil_sen
El Porvenir,2000,mean_ndbi,40,1984,2025,0.05974250039793716,-0.10153653363305408,-0.16127903403099125,-269.9569535200774,-0.0027542562002394353,-0.002785114297732962,decreasing,decreasing
El Porvenir,2000,mean_ndti,40,1984,2025,0.1364034695721456,0.0329401255571721,-0.10346334401497351,-75.8509621049268,-0.0006900949226688195,-0.0007884085249125965,decreasing,decreasing
El Porvenir,2000,mean_savi,40,1984,2025,0.20654058061169026,0.3466674493306329,0.14012686871894267,67.84471521477433,0.0028431867575886846,0.0029384929122614105,increasing,increasing
El Porvenir,2000,mean_bsi,40,1984,2025,0.13310173456178045,-0.036539844681474726,-0.16964157924325518,-127.45256836943352,-0.0026692040946674957,-0.002692521107097716,decreasing,decreasing
El Porvenir,2000,bare_pct,40,1984,2025,0.28002544373989513,0.3640340393697501,0.08400859562985497,30.00034372158243,-0.004232019053923626,-0.0031712484719632165,decreasing,decreasing
El Porvenir,2000,mining_soil_pct,40,1984,2025,0.28002544373989513,0.3640340393697501,0.08400859562985497,30.00034372158243,-0.004232019053923626,-0.0031712484719632165,decreasing,decreasing
El Porvenir,2000,non_mining_soil_pct,40,1984,2025,99.33971874997276,99.25571015434292,-0.08400859562983953,-0.08456697551286611,0.1826653223126308,0.004667067526400596,increasing,increasing
El Porvenir,2000,valid_px_pct,40,1984,2025,99.61974419371263,99.61974419371263,0.0,0.0,0.17843330325870715,0.0,increasing,flat
Monte Mayor Mine,1000,mean_ndvi,40,1984,2025,0.39843390991966077,0.7370769126319838,0.33864300271232306,84.99351944732972,0.005668290724230889,0.005858105776272773,increasing,increasing
Monte Mayor Mine,1000,mean_ndmi,40,1984,2025,-0.013897667220781507,0.196231045703927,0.2101287129247085,1511.9711069962743,0.003214282577974161,0.0036684177159002837,increasing,increasing
Monte Mayor Mine,1000,mean_ndbi,40,1984,2025,0.013897667220781507,-0.196231045703927,-0.2101287129247085,-1511.9711069962743,-0.003214282577974161,-0.0036684177159002837,decreasing,decreasing
Monte Mayor Mine,1000,mean_ndti,40,1984,2025,0.12011774235126697,-0.055568092719031556,-0.17568583507029853,-146.26135292863788,-0.0015621495680074502,-0.0016880195221202132,decreasing,decreasing
Monte Mayor Mine,1000,mean_savi,40,1984,2025,0.25157931566291525,0.41963894419901476,0.16805962853609951,66.80184660382747,0.0029856012985577155,0.003099615745708079,increasing,increasing
Monte Mayor Mine,1000,mean_bsi,40,1984,2025,0.08976262166508346,-0.13687222325054754,-0.22663484491563102,-252.48242610519603,-0.003319700982244741,-0.003812903194103871,decreasing,decreasing
Monte Mayor Mine,1000,bare_pct,40,1984,2025,0.0,0.0,0.0,,0.0,0.0,flat,flat
Monte Mayor Mine,1000,mining_soil_pct,40,1984,2025,0.0,0.0,0.0,,0.0,0.0,flat,flat
Monte Mayor Mine,1000,non_mining_soil_pct,40,1984,2025,99.60922269921403,99.60922269921403,0.0,0.0,-3.7172647110110714e-29,0.0,flat,flat
Monte Mayor Mine,1000,valid_px_pct,40,1984,2025,99.60922269921403,99.60922269921403,0.0,0.0,-3.7172647110110714e-29,0.0,flat,flat
Monte Mayor Mine,2000,mean_ndvi,40,1984,2025,0.37665370287377703,0.7334908480477261,0.3568371451739491,94.73878590635579,0.006090827939853153,0.006248403678341331,increasing,increasing
Monte Mayor Mine,2000,mean_ndmi,40,1984,2025,-0.04525975194713787,0.1875541850253888,0.23281393697252667,514.3950794172422,0.0037003918450064276,0.004173653370420053,increasing,increasing
Monte Mayor Mine,2000,mean_ndbi,40,1984,2025,0.04525975194713787,-0.1875541850253888,-0.23281393697252667,-514.3950794172422,-0.0037003918450064276,-0.004173653370420053,decreasing,decreasing
Monte Mayor Mine,2000,mean_ndti,40,1984,2025,0.1182514421483267,-0.053525949241401846,-0.17177739138972853,-145.26452131912478,-0.0017196793957409483,-0.0018369660730671903,decreasing,decreasing
Monte Mayor Mine,2000,mean_savi,40,1984,2025,0.23333010927755,0.4174539148074608,0.1841238055299108,78.91129271743173,0.0032811959171641543,0.0034330871664230798,increasing,increasing
Monte Mayor Mine,2000,mean_bsi,40,1984,2025,0.1124916344154611,-0.12885777709822221,-0.24134941151368333,-214.54876424171835,-0.0037266658060685423,-0.004161517794362799,decreasing,decreasing
Monte Mayor Mine,2000,bare_pct,40,1984,2025,0.0,0.0,0.0,,0.0,0.0,flat,flat
Monte Mayor Mine,2000,mining_soil_pct,40,1984,2025,0.0,0.0,0.0,,0.0,0.0,flat,flat
Monte Mayor Mine,2000,non_mining_soil_pct,40,1984,2025,99.62250873917347,99.62250873917347,0.0,0.0,0.03149940956369067,0.0,increasing,flat
Monte Mayor Mine,2000,valid_px_pct,40,1984,2025,99.62250873917347,99.62250873917347,0.0,0.0,0.03149940956369067,0.0,increasing,flat
