system:index,area_bare_ha,area_sparse_ha,area_total_ha,area_veg_ha,bare_pct,buffer_m,commodities,end_date,image_count,mean_ndvi,median_ndvi,mining_soil_pct,ndvi_sd,non_mining_soil_pct,prod_stage,qa_flag,site_buffer_key,site_id,site_name,site_year_key,start_date,topo_correction_applied,valid_px_pct,year,.geo
1_1_1_1_1_1_1_2_1_0000000000000000001d,0.0,0.5217275470495224,310.40606292270024,308.70532370691825,0.0,1000,unknown,2019-05-01,30,0.4358339430647924,0.4277360571358132,0.0,0.08852027849458426,99.62017118556538,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2018.0,2018-11-01,false,99.62017118556538,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_2_2_0000000000000000001d,0.0,0.5217275470495224,1241.6242449413928,1236.424651834251,0.0,2000,unknown,2019-05-01,30,0.46284656891582254,0.4512912067168507,0.0,0.10060741200606486,99.62324627767615,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2018.0,2018-11-01,false,99.62324627767615,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_1_0000000000000000001d,0.0,0.6086845695972443,310.40606292270024,308.6183666843705,0.0,1000,unknown,2020-05-01,30,0.48559728764038007,0.47459008222044435,0.0,0.1006414700704497,99.62017118556538,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2019.0,2019-11-01,false,99.62017118556538,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_2_2_0000000000000000001d,0.0,0.6086845695972443,1241.6242449413928,1236.3376948117034,0.0,2000,unknown,2020-05-01,30,0.5139214194224452,0.5018997422184011,0.0,0.10939540509891561,99.62324627767615,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2019.0,2019-11-01,false,99.62324627767615,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_1_0000000000000000001d,0.0,0.08695441484451294,310.40606292270024,309.14009683912326,0.0,1000,unknown,2021-05-01,29,0.5266226937731043,0.5176171142229955,0.0,0.09892021648704424,99.62017118556538,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2020.0,2020-11-01,false,99.62017118556538,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_0000000000000000001d,0.0,0.08695441484451294,1241.6242449413928,1236.8594249664561,0.0,2000,unknown,2021-05-01,29,0.5460864686657372,0.537061528860259,0.0,0.10633116718369695,99.62324627767615,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2020.0,2020-11-01,false,99.62324627767615,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_1_0000000000000000001d,0.0,0.08695441484451294,310.40606292270024,309.14009683912326,0.0,1000,unknown,2022-05-01,50,0.4947470117379727,0.49015610860207376,0.0,0.0978330545581356,99.62017118556538,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2021.0,2021-11-01,false,99.62017118556538,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2_0000000000000000001d,0.0,0.6086893826723099,1241.6242449413928,1236.3376899986283,0.0,2000,unknown,2022-05-01,50,0.5185443458906414,0.5097464935352987,0.0,0.11019666061043976,99.62324627767615,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2021.0,2021-11-01,false,99.62324627767615,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_1_0000000000000000001d,0.0,0.08695441484451294,310.40606292270024,309.14009683912326,0.0,1000,unknown,2023-05-01,57,0.5509446233188409,0.5487330464877037,0.0,0.1028520411665421,99.62017118556538,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2022.0,2022-11-01,false,99.62017118556538,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_2_0000000000000000001d,0.0,0.08695441484451294,1241.6242449413928,1236.8594249664561,0.0,2000,unknown,2023-05-01,57,0.5674609892235184,0.564356303657907,0.0,0.110696728205194,99.62324627767615,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2022.0,2022-11-01,false,99.62324627767615,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_0000000000000000001d,0.0,0.17390920966863632,310.40606292270024,309.05314204429914,0.0,1000,unknown,2024-05-01,47,0.5712363874976676,0.5720598589075674,0.0,0.10903629639359015,99.62017118556538,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2023.0,2023-11-01,false,99.62017118556538,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2_0000000000000000001d,0.0,0.17390920966863632,1241.6242449413928,1236.772470171632,0.0,2000,unknown,2024-05-01,47,0.590990683404526,0.5958256662592375,0.0,0.11412512085162829,99.62324627767615,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2023.0,2023-11-01,false,99.62324627767615,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_1_0000000000000000001d,0.0,0.4347709119319916,310.40606292270024,308.7922803420358,0.0,1000,unknown,2025-05-01,41,0.560531362496183,0.5563532556169456,0.0,0.10983454895812379,99.62017118556538,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2024.0,2024-11-01,false,99.62017118556538,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_2_0000000000000000001d,0.0,0.5217256173491478,1241.6242449413928,1236.4246537639515,0.0,2000,unknown,2025-05-01,41,0.5867857371540226,0.5839938310424859,0.0,0.1180426554093172,99.62324627767615,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2024.0,2024-11-01,false,99.62324627767615,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_0000000000000000001d,0.08695479482412338,0.43477053195238113,310.40606292270024,308.70532592719127,0.02801323982056934,1000,unknown,2026-05-01,22,0.6164157112285426,0.6191077082210916,0.02801323982056934,0.12116682055832763,99.5921579457448,unknown,ok,Divisadero Mine_0000000000000000001d_1000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2025.0,2025-11-01,false,99.62017118556538,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_0000000000000000001d,0.4347911551594734,6.610266219254803,1241.6242449413928,1229.9013220068864,0.03501793372116348,2000,unknown,2026-05-01,22,0.6349842294307948,0.6426790479800134,0.03501793372116348,0.13466405549626811,99.58822834395498,unknown,ok,Divisadero Mine_0000000000000000001d_2000,Divisadero Mine_0000000000000000001d,Divisadero Mine,Divisadero Mine_0000000000000000001d_2025.0,2025-11-01,false,99.62324627767615,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
