system:index,area_bare_ha,area_sparse_ha,area_total_ha,area_veg_ha,bare_pct,buffer_m,commodities,end_date,image_count,mean_ndvi,median_ndvi,mining_soil_pct,ndvi_sd,non_mining_soil_pct,prod_stage,qa_flag,site_buffer_key,site_id,site_name,site_year_key,start_date,topo_correction_applied,valid_px_pct,year,.geo
1_2_1_00000000000000000024,7.7424191534519196,1.8268615454435349,310.4060629226991,299.6450568069429,2.494287347531619,1000,unknown,2014-05-01,22,0.7037761625809179,0.7614957760861863,2.494287347531619,0.19090003036390277,97.1217879940259,unknown,ok,Laguna Alegria_00000000000000000024_1000,Laguna Alegria_00000000000000000024,Laguna Alegria,Laguna Alegria_00000000000000000024_2013.0,2013-11-01,true,99.61607534155749,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_2_00000000000000000024,7.7424191534519196,2.2618370726704597,1241.6242449414253,1226.9308596978003,0.6235718402725919,2000,unknown,2014-05-01,22,0.769704119442025,0.8165066945574326,0.6235718402725919,0.13579277888886185,98.99876728232373,unknown,ok,Laguna Alegria_00000000000000000024_2000,Laguna Alegria_00000000000000000024,Laguna Alegria,Laguna Alegria_00000000000000000024_2013.0,2013-11-01,true,99.62233912259632,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_00000000000000000024,7.046473979949951,1.8268595412373543,310.4060629226991,300.341003984651,2.27008258588839,1000,unknown,2015-05-01,20,0.7609105495886525,0.8322538165273841,2.27008258588839,0.1801552903789386,97.3459927556691,unknown,ok,Laguna Alegria_00000000000000000024_1000,Laguna Alegria_00000000000000000024,Laguna Alegria,Laguna Alegria_00000000000000000024_2014.0,2014-11-01,true,99.61607534155749,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_00000000000000000024,7.046473979949951,2.1748382970690727,1241.6242449414253,1227.7138036469037,0.5675206495570948,2000,unknown,2015-05-01,20,0.8178598580732193,0.8634375497399629,0.5675206495570948,0.12573483488083417,99.05481847303922,unknown,ok,Laguna Alegria_00000000000000000024_2000,Laguna Alegria_00000000000000000024,Laguna Alegria,Laguna Alegria_00000000000000000024_2014.0,2014-11-01,true,99.62233912259632,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
